address,business_status,category,city,country,country_code,google_id,latitude,logo,longitude,name,owner_title,phone,photo,place_id,postal_code,rating,reviews,state,street,subtypes,type,verified,website,working_hours
"Lázaro Cárdenas, Centro Pitillal, 48290 Puerto Vallarta, Jal.",OPERATIONAL,Centro de estética,Puerto Vallarta,Mexico,MX,0x84214f7e078c60fb:0x22bdff0e5a998c8,20.6539631,,-105.21885119999999,Brenda Salón Unisex,Brenda Salón Unisex,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LuwmVEXcjM8BfvNDpbIjKw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=15.378503&pitch=0&thumbfov=100,ChIJ-2CMB35PIYQRyJip5fDfKwI,48290,,,Jalisco,Lázaro Cárdenas,Centro de estética,Centro de estética,False,,
"Benito Juárez 172, Centro Pitillal, 48290 Puerto Vallarta, Jal.",OPERATIONAL,Peluquería,Puerto Vallarta,Mexico,MX,0x84214f7e361fc8fb:0xe1cd7aca87f24e9,20.651605,,-105.218023,Peluquería Silvia,Peluquería Silvia,+52 322 224 0702,https://lh4.googleusercontent.com/9q-LBMp9Z2rMbwEj4fJX6RXWOZhHn-GXlTPEz9PlB68iwxNgDxR77ds2-UK2ektNuA=w800-h500-k-no,ChIJ-8gfNn5PIYQR6SR_qKzXHA4,48290,3.5,2.0,Jalisco,Benito Juárez 172,"Centro de estética, Peluquería",Centro de estética,False,,
"C. 21 de Marzo 585, Lomas del Coapinole, 48290 Puerto Vallarta, Jal.",CLOSED_TEMPORARILY,Centro de estética,Puerto Vallarta,Mexico,MX,0x84214f4654492bd1:0xee5252627104fc07,20.658169299999997,,-105.20601839999999,Nails Studio Arechigas,Nails Studio Arechigas,+52 322 147 1975,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XLgro8oOelJw6vy42cNzzA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=62.836475&pitch=0&thumbfov=100,ChIJ0StJVEZPIYQRB_wEcWJSUu4,48290,5.0,3.0,Jalisco,C. 21 de Marzo 585,"Centro de estética, Salón de manicura y pedicura",Centro de estética,False,https://web.facebook.com/arechigasmails/,
"10 de Mayo 639, Local A, Coapinole, 48290 Puerto Vallarta, Jal.",OPERATIONAL,Peluquería,Puerto Vallarta,Mexico,MX,0x84214f7a6be9bf6f:0x91380b62e9eb7017,20.6566297,,-105.20895999999999,Estética Unisex Carolina,Estética Unisex Carolina,+52 322 368 3063,https://lh4.googleusercontent.com/GirwK4R_fT55-Rk_dwZCl-GqAIiOywq_CclHaGMK1Jc0MhJrvGwhYGhNvqjx20M=w800-h500-k-no,ChIJb7_pa3pPIYQRF3Dr6WILOJE,48290,,,Jal.,"10 de Mayo 639, Local A, Coapinole","Centro de estética, Peluquería",Centro de estética,False,,"{""domingo"": [""12a.m.-8p.m.""], ""jueves"": [""11p.m.-12a.m.""], ""lunes"": [""11p.m.-12a.m.""], ""martes"": [""11p.m.-12a.m.""], ""miércoles"": [""11p.m.-12a.m.""], ""sábado"": [""11p.m.-12a.m.""], ""viernes"": [""11p.m.-12a.m.""]}"
"206, Av. Francisco Medina Ascencio 2920, Puerto Vallarta, 48338 Puerto Vallarta, Jal.",OPERATIONAL,Centro de depilación láser,Puerto Vallarta,Mexico,MX,0x84214597653f3749:0x316b4593651c1c81,20.6582935,https://lh6.googleusercontent.com/-rWIuNnP3wWM/AAAAAAAAAAI/AAAAAAAAAAA/Fka1MF_atqI/s44-p-k-no-ns-nd/photo.jpg,-105.23959389999999,Europiel,"▷ Europiel - Depilación Láser, Puerto Vallarta, Jalisco, Galerías Vallarta - Local 206",+52 322 221 1212,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoL411CFWwmxj6DqbAFtvOP5jc_WZkDJmEnciCeHK5FrPWdMhFk5RJRMExJZFJe5Gd_kqCxWPMHvEDESz2wl_ZccE_FPojWNF1a0CG6hhelMfre7RXnXnEArJ_sBcOHntVW3IAa=w800-h500-k-no,ChIJSTc_ZZdFIYQRgRwcZZNFazE,48338,4.1,388.0,Jal.,"206, Av. Francisco Medina Ascencio 2920","Centro de depilación láser, Servicio de depilación",Centro de depilación láser,True,https://europiel.com.mx/,"{""domingo"": [""11a.m.-9p.m.""], ""jueves"": [""9a.m.-9p.m.""], ""lunes"": [""9a.m.-9p.m.""], ""martes"": [""9a.m.-9p.m.""], ""miércoles"": [""9a.m.-9p.m.""], ""sábado"": [""9a.m.-9p.m.""], ""viernes"": [""9a.m.-9p.m.""]}"
"Lago Victoria 225, Fovissste 100, Fluvial Vallarta, 48312 Puerto Vallarta, Jal.",OPERATIONAL,Spa terapéutico,Puerto Vallarta,Mexico,MX,0x84214528baed0f0d:0x1bad14bfd10bae88,20.6455002,https://lh5.googleusercontent.com/-FqlFPdUg_xA/AAAAAAAAAAI/AAAAAAAAAAA/kmWZnwk3T70/s44-p-k-no-ns-nd/photo.jpg,-105.2212448,Anatomía 360 | Depilación laser | Clínica Estética,Anatomía 360 | Depilación laser | Clínica Estética,+52 322 140 8000,https://lh3.googleusercontent.com/gps-cs-s/AHVAwervsn4_BMRz2LFAjy34VUQbgUzOucKPEDK82iVDwJQSJJMSyvCsW2lUj68QFsApkBINnhEdvBOiDyLwps2swH9fWyDUjysYgisF54_TkH-LSbbmO60IaK782RaqyO_LPG-Pwzdv=w800-h500-k-no,ChIJDQ_tuihFIYQRiK4L0b8UrRs,48312,5.0,12.0,Jalisco,Lago Victoria 225,"Spa terapéutico, Servicio de depilación",Spa terapéutico,True,https://www.instagram.com/depilacionlaser_puertovallarta,"{""domingo"": [""10a.m.-7p.m.""], ""jueves"": [""10a.m.-7p.m.""], ""lunes"": [""10a.m.-7p.m.""], ""martes"": [""10a.m.-7p.m.""], ""miércoles"": [""10a.m.-7p.m.""], ""sábado"": [""10a.m.-7p.m.""], ""viernes"": [""10a.m.-7p.m.""]}"
"Libramiento 550, Lázaro Cárdenas, 48330 Puerto Vallarta, Jal.",CLOSED_TEMPORARILY,Centro de estética,Puerto Vallarta,Mexico,MX,0x842145bbb387d337:0x3f4c46c3341f7ed9,20.6264807,https://lh4.googleusercontent.com/-L9wJXW6vr0c/AAAAAAAAAAI/AAAAAAAAAAA/qXBn1pXGnGY/s44-p-k-no-ns-nd/photo.jpg,-105.2244571,Bloom Salon,Bloom Salon,+52 322 222 0774,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqkcUSjqpHdZEMIqRHNRLdFahBvm8ePl5ye_91hukrgdNec5EsldggziQ1x2683cUSPnb4FN4OUcfN4r6RhbmXCrTtBOUYxX3HDkAgKW09PyhyODySHcabd2qWBblFRBU_b4ydqsg=w800-h500-k-no,ChIJN9OHs7tFIYQR2X4fNMNGTD8,48330,5.0,4.0,Jalisco,Libramiento 550,Centro de estética,Centro de estética,True,https://www.facebook.com/bloombeautycenterpv,
"C. Cardenal 175, Aralias II, Colonia Los Sauces, 48328 Puerto Vallarta, Jal.",OPERATIONAL,Centro de estética,Puerto Vallarta,Mexico,MX,0x842145b3f775d921:0x3b22a51ea337b0a2,20.6436283,https://lh5.googleusercontent.com/-sQ7FHoYf-l0/AAAAAAAAAAI/AAAAAAAAAAA/MNWt6uhng2o/s44-p-k-no-ns-nd/photo.jpg,-105.215475,Uñas Malenny,Uñas Malenny,+52 322 159 8249,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBlN3GXfsooxdESgQHk2TJM3Pg4Lk0ZWvR2SCejGD80ZBrbEbvtLsZ_ulsATwXWOfBREojlEWLBBWlF0Dg1VyuVQnk18om0xZM7Eb5KLDlLIRlckpUS03TcqDUh4UHaXmSh5SCJw=w800-h500-k-no,ChIJIdl197NFIYQRorA3ox6lIjs,48328,5.0,7.0,Jalisco,C. Cardenal 175,"Centro de estética, Cuidado de los pies, Servicio de depilación",Centro de estética,True,,"{""domingo"": [""Cerrado""], ""jueves"": [""9a.m.-8p.m.""], ""lunes"": [""9a.m.-8p.m.""], ""martes"": [""9a.m.-8p.m.""], ""miércoles"": [""9a.m.-8p.m.""], ""sábado"": [""9a.m.-5p.m.""], ""viernes"": [""9a.m.-8p.m.""]}"
"Viena 148A-B, de las Américas, La Vena, 48320 Puerto Vallarta, Jal.",OPERATIONAL,Centro de estética,Puerto Vallarta,Mexico,MX,0x8421450052afa7cf:0xe011968774c03e8e,20.6331406,https://lh6.googleusercontent.com/-MCnK_Cd3aZA/AAAAAAAAAAI/AAAAAAAAAAA/40ayOL8i0yQ/s44-p-k-no-ns-nd/photo.jpg,-105.2232544,Jeycob Bañuelos - Hair Designer,Jeycob Bañuelos - Hair Designer,+52 322 326 5441,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QxWZJTJnvF5zRtI2UC8OCQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=232.71689&pitch=0&thumbfov=100,ChIJz6evUgBFIYQRjj7AdIeWEeA,48320,1.0,2.0,Jalisco,Viena 148A-B,Centro de estética,Centro de estética,True,,"{""domingo"": [""Cerrado""], ""jueves"": [""10a.m.-10p.m.""], ""lunes"": [""10a.m.-10p.m.""], ""martes"": [""10a.m.-10p.m.""], ""miércoles"": [""10a.m.-10p.m.""], ""sábado"": [""10a.m.-10p.m.""], ""viernes"": [""10a.m.-10p.m.""]}"
"Basilio Badillo 468, Zona Romántica, Emiliano Zapata, 48380 Puerto Vallarta, Jal.",OPERATIONAL,Barbería,Puerto Vallarta,Mexico,MX,0x8421454d76ae3cfd:0x50c048b4c7210a1f,20.6031734,https://lh3.googleusercontent.com/-74RPCSPaMH8/AAAAAAAAAAI/AAAAAAAAAAA/oi4FgbsCtSk/s44-p-k-no-ns-nd/photo.jpg,-105.2312328,Chuy's Barber Shop,Chuy's Barber Shop,+52 322 111 5851,https://lh3.googleusercontent.com/gps-cs-s/AHVAwercbroTOjNQQrMGECHdyNUgdPa7JKPA1YTwC_q8OdcU4v04iMvErRqDg8auWSEXK7EFETeDEra-zMAoK1_KKadvM3iQR26ZCp_xxupbWMz_4fx0k0RaTacDWpPMFFaKRWoG7rjE=w800-h500-k-no,ChIJ_Tyudk1FIYQRHwohx7RIwFA,48380,5.0,103.0,Jalisco,Basilio Badillo 468,Barbería,Barbería,True,,"{""domingo"": [""Cerrado""], ""jueves"": [""9a.m.-2p.m."", ""4-9p.m.""], ""lunes"": [""9a.m.-2p.m."", ""4-9p.m.""], ""martes"": [""9a.m.-2p.m."", ""4-9p.m.""], ""miércoles"": [""9a.m.-2p.m."", ""4-9p.m.""], ""sábado"": [""9a.m.-9p.m.""], ""viernes"": [""9a.m.-2p.m."", ""4-9p.m.""]}"
"Plaza Caracol, Av Los Tules 178-Local 8 C, Versalles, 48310 Puerto Vallarta, Jal.",CLOSED_TEMPORARILY,Centro de estética,Puerto Vallarta,Mexico,MX,0x8421457734e988b3:0x65236a2690bbb944,20.641215499999998,,-105.2328955,Grecco Beauty Salon Plaza Caracol,Grecco Beauty Salon Plaza Caracol,+52 322 224 2646,https://lh5.googleusercontent.com/43GxQlsxck0THeMUqTHwvSlw5WbAN3n3LxmP9fgLh_ocfMdJOa7ypSwzFDUSNIdH=w800-h500-k-no,ChIJs4jpNHdFIYQRRLm7kCZqI2U,48310,3.9,12.0,Jalisco,"Plaza Caracol, Av Los Tules 178-Local 8 C",Centro de estética,Centro de estética,False,,
"Tulipanes 595, 5 de Diciembre, 48350 Puerto Vallarta, Jal.",OPERATIONAL,Spa,Puerto Vallarta,Mexico,MX,0x84214559b189ce79:0x71bbc2502a850710,20.615665399999997,https://lh4.googleusercontent.com/-VMrtlS5Bq2I/AAAAAAAAAAI/AAAAAAAAAAA/uOz0Kd5zYAI/s44-p-k-no-ns-nd/photo.jpg,-105.2229843,Terra Noble - Art & Healing Center,Terra Noble - Art & Healing Center,+52 777 563 9376,https://lh3.googleusercontent.com/gps-cs-s/AHVAwequZiXlJZnpjcBSu3R72RmKOvlNWMES92zvzXD0EIWVk8YMXgBgO6d_UXL5WnDhQkCu2zlkIR8HlR88TcEMthwcLnd2KioVP6qTlaRjNhxNTaIIpjtOd4n6S_w8XRK3Ippp868=w800-h500-k-no,ChIJec6JsVlFIYQREAeFKlDCu3E,48350,4.5,112.0,Jalisco,Tulipanes 595,"Spa, Centro de ocio, Organizador de eventos, Salón para eventos, Especialista en medicina holística, Centro espiritual, Centro de yoga",Spa,True,https://terranoble.com/,"{""domingo"": [""9a.m.-8p.m.""], ""jueves"": [""9a.m.-8p.m.""], ""lunes"": [""9a.m.-8p.m.""], ""martes"": [""9a.m.-8p.m.""], ""miércoles"": [""9a.m.-8p.m.""], ""sábado"": [""9a.m.-8p.m.""], ""viernes"": [""9a.m.-8p.m.""]}"
"C. Exiquio Corona 273 B, Bobadilla, 48298 Puerto Vallarta, Jal.",OPERATIONAL,Esteticista facial,Puerto Vallarta,Mexico,MX,0x842145bea7ab047f:0xcfd0370e8af672d9,20.6567638,https://lh5.googleusercontent.com/-bUHONtJz1GQ/AAAAAAAAAAI/AAAAAAAAAAA/zgrftIkgcos/s44-p-k-no-ns-nd/photo.jpg,-105.2198815,Body Clever SKIN & SPA by Yessica Meza,Body Clever SKIN & SPA by Yessica Meza,+52 322 144 3408,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P3GIxt2FSO6Ffz22QRe8bQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=259.60492&pitch=0&thumbfov=100,ChIJfwSrp75FIYQR2XL2ig430M8,48298,3.0,2.0,Jalisco,C. Exiquio Corona 273 B,Esteticista facial,Esteticista facial,True,,"{""domingo"": [""Cerrado""], ""jueves"": [""9a.m.-6p.m.""], ""lunes"": [""9a.m.-6p.m.""], ""martes"": [""9a.m.-6p.m.""], ""miércoles"": [""9a.m.-6p.m.""], ""sábado"": [""9a.m.-6p.m.""], ""viernes"": [""9a.m.-6p.m.""]}"
"C. Pavo Real 531, Presidentes Municipales, 48344 Puerto Vallarta, Jal.",OPERATIONAL,Spa,Puerto Vallarta,Mexico,MX,0x842145a86725a251:0xc1e22e78781700aa,20.638049,https://lh3.googleusercontent.com/-40CwhkpxRsQ/AAAAAAAAAAI/AAAAAAAAAAA/HsG3SHPLgFM/s44-p-k-no-ns-nd/photo.jpg,-105.209936,Eliminación de Tatuajes con Láser Vallarta Mayorga Cosmetólogas,Eliminación de Tatuajes con Láser Vallarta Mayorga Cosmetólogas,+52 322 227 6928,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqG_zPmz5SvwOvfQ7sifsDGhmtccyV86bBkjHZ9nAFcqQRaqXZ4aAl0FFdAd8EqaU-fcrWmaM9_IX1zOsLxA9hEf2zyjr7HSMdBrcX77SwO9w_6VJ1veosnz-DsaCSezcqigkn19w=w800-h500-k-no,ChIJUaIlZ6hFIYQRqgAXeHgu4sE,48344,4.3,12.0,Jalisco,C. Pavo Real 531,Spa,Spa,True,https://www.instagram.com/mayorga.cosmetologas/,"{""domingo"": [""Cerrado""], ""jueves"": [""10a.m.-6p.m.""], ""lunes"": [""10a.m.-6p.m.""], ""martes"": [""10a.m.-6p.m.""], ""miércoles"": [""10a.m.-6p.m.""], ""sábado"": [""10a.m.-5p.m.""], ""viernes"": [""10a.m.-6p.m.""]}"
"Leona Vicario 125, Morelos, 48300 Puerto Vallarta, Jal.",OPERATIONAL,Barbería,Puerto Vallarta,Mexico,MX,0x8421457f3769b62b:0xede0de7fbf30e3f9,20.6127649,https://lh6.googleusercontent.com/-UFRZF3cFX90/AAAAAAAAAAI/AAAAAAAAAAA/eSTw492sX5E/s44-p-k-no-ns-nd/photo.jpg,-105.23337889999999,Barbería malecón,Barbería malecón,+52 322 265 7826,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5SRggGo9NgeddVcbAjrtVjK67KkF4r1XLyMXBkWWvxE5lcqnPpWXvsqxyEIa9S1svUSStsbmPN2UEhFVRb2zy1jGOaFM3ELQtm0pR2zjZoWlVr5u9lbkFXT40sbBMkmDE2F0lpQ=w800-h500-k-no,ChIJK7ZpN39FIYQR-eMwv3_e4O0,48300,4.9,28.0,Jalisco,Leona Vicario 125,Barbería,Barbería,True,,"{""domingo"": [""10a.m.-9p.m.""], ""jueves"": [""10a.m.-9p.m.""], ""lunes"": [""10a.m.-9p.m.""], ""martes"": [""10a.m.-9p.m.""], ""miércoles"": [""10a.m.-9p.m.""], ""sábado"": [""10a.m.-9p.m.""], ""viernes"": [""10a.m.-9p.m.""]}"
"C. Rodolfo Gómez 128, Zona Romántica, Amapas, 48380 Puerto Vallarta, Jal.",OPERATIONAL,Spa,Puerto Vallarta,Mexico,MX,0x8421454b4d2ae751:0x68bea019e6692db8,20.6000329,https://lh3.googleusercontent.com/-w05YHMELcNo/AAAAAAAAAAI/AAAAAAAAAAA/dUAAnXZmsRY/s44-p-k-no-ns-nd/photo.jpg,-105.2379383,The Wellness Room PV,The Wellness Room PV,+52 322 140 0440,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoY5LcT07AY8WqjaltffzvbcYBdmawXJkV9A4BdLcWSXPa-3nt5Zdl1JZvaB1VfqkIVt5tXeLn6F4KaLIXJsN5SxddjWdsx5raEhIZp_ZeL3wkwS8zgXdfIsuAT2h7lDEq4MbeY5w=w800-h500-k-no,ChIJUecqTUtFIYQRuC1p5hmgvmg,48380,4.8,85.0,Jalisco,C. Rodolfo Gómez 128,Spa,Spa,True,,"{""domingo"": [""11a.m.-7p.m.""], ""jueves"": [""11a.m.-7p.m.""], ""lunes"": [""11a.m.-7p.m.""], ""martes"": [""11a.m.-7p.m.""], ""miércoles"": [""11a.m.-7p.m.""], ""sábado"": [""11a.m.-7p.m.""], ""viernes"": [""11a.m.-7p.m.""]}"
"C. Cardenal 152-interior 6, entre cisne y canario, Aralias II, Vida Vallarta, 48328 Puerto Vallarta, Jal.",OPERATIONAL,Servicio de depilación,Puerto Vallarta,Mexico,MX,0x8421458a1ebe1adf:0xae1d2eb15ae6a2e,20.6437191,https://lh5.googleusercontent.com/-7ZXSFmJ9Cxg/AAAAAAAAAAI/AAAAAAAAAAA/DGr5CuIPotQ/s44-p-k-no-ns-nd/photo.jpg,-105.2164744,Alpha Brows,Alpha Brows,+52 322 191 2314,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerT0b_VDGRZENn_wVT5MHEcRJLOi811EbqGEKbgtsPBhRANrtbptOwlQA-c6vj4Fp_OgoJMx9oMO8h_6NSwPj0-7l2zHfKmElTk1PNtvnkkt0kWJ30j3JRaFhBRhuOUzFvBQzmc5A=w800-h500-k-no,ChIJ3xq-HopFIYQRLmquFevS4Qo,48328,4.9,26.0,Jalisco,"C. Cardenal 152-interior 6, entre cisne y canario",Servicio de depilación,Servicio de depilación,True,http://www.instagram.com/alphabrowss,"{""domingo"": [""Cerrado""], ""jueves"": [""11:30a.m.-2p.m."", ""4-7p.m.""], ""lunes"": [""Cerrado""], ""martes"": [""11:30a.m.-2p.m."", ""4-7p.m.""], ""miércoles"": [""11:30a.m.-2p.m."", ""4-7p.m.""], ""sábado"": [""11:30a.m.-2p.m."", ""4-7p.m.""], ""viernes"": [""11:30a.m.-2p.m."", ""4-7p.m.""]}"
"Av México 1360 Altos, 5 de Diciembre, 48350 Puerto Vallarta, Jal.",CLOSED_TEMPORARILY,Masajista,Puerto Vallarta,Mexico,MX,0x842145637efac4e7:0xea0ed5fcc6fd6768,20.6208255,https://lh5.googleusercontent.com/-ECP3mG4DbS0/AAAAAAAAAAI/AAAAAAAAAAA/biyPehtWaJQ/s44-p-k-no-ns-nd/photo.jpg,-105.23069129999999,CONI SPA.,CONI SPA.,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoeXOSC1Anz3mqkbtQNzwgtbGpwThrmgwxqtd_xUari6u2Fs1Ea3UVBHh6LLegzO8r96dj2gBXo0Ggs5LDqSWmmmveK-3F7m-AW5U_NWZdaSZ8foRw4fBjS26qFRjmITSLE-sjk=w800-h500-k-no,ChIJ58T6fmNFIYQRaGf9xvzVDuo,48350,5.0,3.0,Jalisco,Av México 1360 Altos,"Centro de estética, Masajista, Salón de reflexoterapia, Balneario",Centro de estética,True,,
"Basilio Badillo 319, Zona Romántica, Emiliano Zapata, 48380 Puerto Vallarta, Jal.",CLOSED_TEMPORARILY,Spa,Puerto Vallarta,Mexico,MX,0x842145cf12ae287b:0xd4c6b88e293c3f50,20.60275,,-105.2345527,Kony Spa,Kony Spa,+52 322 365 1766,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YUwtabSykBWwpRlaS7FPsA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=307.9545&pitch=0&thumbfov=100,ChIJeyiuEs9FIYQRUD88KY64xtQ,48380,4.8,4.0,Jalisco,Basilio Badillo 319,"Spa, Esteticista facial, Servicio de depilación, Balneario, Salón de manicura y pedicura",Spa,False,https://www.facebook.com/SOUL-TWIN-SPA-103432715493371,
"Av. Francisco Villa 900-3, Las Gaviotas, 48328 Puerto Vallarta, Jal.",OPERATIONAL,Salón de manicura y pedicura,Puerto Vallarta,Mexico,MX,0x8421451b75870279:0xe1033cebe98591e,20.6360223,https://lh3.googleusercontent.com/-raJCjNXfwtc/AAAAAAAAAAI/AAAAAAAAAAA/IMVOy_mxmiU/s44-p-k-no-ns-nd/photo.jpg,-105.2232061,Vintage nails Vallarta,Vintage nails Vallarta,+52 322 369 7944,https://lh3.googleusercontent.com/gps-cs-s/AHVAweow9xk4NgdvuJY19olJyhzM8W_juvBidKc6NHdGdghA4eyMabfB5IpKb1WBryPGwHGXU0R1KddC-2FxGvXkeneFIMYK8PdHTeXhh98t3I1f5KTXqxQLpWgqzKc9or6s5-uepAtt50NDb6Fm=w800-h500-k-no,ChIJeQKHdRtFIYQRHlmYvs4zEA4,48328,3.7,20.0,Jalisco,Av. Francisco Villa 900-3,Salón de manicura y pedicura,Salón de manicura y pedicura,True,,"{""domingo"": [""Cerrado""], ""jueves"": [""9a.m.-8p.m.""], ""lunes"": [""9a.m.-8p.m.""], ""martes"": [""9a.m.-8p.m.""], ""miércoles"": [""9a.m.-8p.m.""], ""sábado"": [""9a.m.-8p.m.""], ""viernes"": [""9a.m.-8p.m.""]}"
"Plaza Caracol, Av. Francisco Medina Ascencio Local F16, Zona Hotelera, Díaz Ordaz, 48333 Puerto Vallarta, Jal.",OPERATIONAL,Barbería,Puerto Vallarta,Mexico,MX,0x8421455f337e0bf3:0x8c0ef93ec5809d22,20.642122699999998,https://lh5.googleusercontent.com/-qxBvYwqaFNs/AAAAAAAAAAI/AAAAAAAAAAA/18UOd_bqUlg/s44-p-k-no-ns-nd/photo.jpg,-105.23324149999999,BARBEROS - PLAZA CARACOL,BARBEROS - PLAZA CARACOL,+52 322 114 4632,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoFCJyz0GCpZpPjp0rVlFFqf49EUvQVuV-FU1KYcTZm_p16TcMmmBvH2RsGgXYCNTgxMy2jHxT2pR2NVkT4PVFEl1j4dnOgjW8vlMzOONJcQLaDOD4VSj5iNgmAB5KAHRBUCD-SVQ=w800-h500-k-no,ChIJ8wt-M19FIYQRIp2AxT75Dow,48333,4.6,591.0,Jalisco,"Plaza Caracol, Av. Francisco Medina Ascencio Local F16, Zona Hotelera",Barbería,Barbería,True,http://barberosbarberias.com/,"{""domingo"": [""10a.m.-9p.m.""], ""jueves"": [""10a.m.-9p.m.""], ""lunes"": [""10a.m.-9p.m.""], ""martes"": [""10a.m.-9p.m.""], ""miércoles"": [""10a.m.-9p.m.""], ""sábado"": [""10a.m.-9p.m.""], ""viernes"": [""10a.m.-9p.m.""]}"
"Blvd. Francisco Medina Ascencio 1784, Olímpica, 48330 Puerto Vallarta, Jal.",CLOSED_TEMPORARILY,Centro de estética,Puerto Vallarta,Mexico,MX,0x8421456681edd039:0x1dad43c357f9152b,20.629334999999998,https://lh6.googleusercontent.com/-4CnAJRG0bZQ/AAAAAAAAAAI/AAAAAAAAAAA/33CQOd6Dr2Q/s44-p-k-no-ns-nd/photo.jpg,-105.2291492,Yaritza Betancourt Beauty Clínic,Yaritza Betancourt Beauty Clínic,+52 322 400 3812,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepvWZhNceWFR9lGcdUc8U-YRtwDg5kkJmBcN40H5-YYvTRHpITX5UPR6aQ3I7fkV-R6_j8CFu_SngyFCH6COc8kT5xtBcBc9Slt7k6VrcJ1O_aBDZQQdyVEYngff31TP8mTUENd=w800-h500-k-no,ChIJOdDtgWZFIYQRKxX5V8NDrR0,48330,3.0,2.0,Jalisco,Blvd. Francisco Medina Ascencio 1784,Centro de estética,Centro de estética,True,https://www.facebook.com/StudioYaritzaBetancourt/,
"Plaza Parota Center, Av. Francisco Villa 1010-Local 42, Jardines de Las Gaviotas, 48328 Puerto Vallarta, Jal.",OPERATIONAL,Barbería,Puerto Vallarta,Mexico,MX,0x84214551182aa127:0x4b864e37ec20a50f,20.638227699999998,https://lh6.googleusercontent.com/-7IDZxg-dwU4/AAAAAAAAAAI/AAAAAAAAAAA/1IWaZxxDn7M/s44-p-k-no-ns-nd/photo.jpg,-105.22182699999999,BARBEROS PAROTA CENTER,BARBEROS PAROTA CENTER,+52 322 596 1523,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoSsOPK_k5Gf0VE7hVxhbLHQGrxtt4lSAt5JKJwY6vKNByrNVs03D6MZfbeYTBK6DrJfhgrgpf2BpTC0XS6DSuqwPhWWrMSZrLYGtBl47uA9sHD-ayaSV1IUVB9m23n9agB0OlVyw=w800-h500-k-no,ChIJJ6EqGFFFIYQRD6Ug7DdOhks,48328,4.5,369.0,Jalisco,"Plaza Parota Center, Av. Francisco Villa 1010-Local 42",Barbería,Barbería,True,http://barberosbarberias.com/,"{""domingo"": [""10a.m.-9p.m.""], ""jueves"": [""10a.m.-9p.m.""], ""lunes"": [""10a.m.-9p.m.""], ""martes"": [""10a.m.-9p.m.""], ""miércoles"": [""10a.m.-9p.m.""], ""sábado"": [""10a.m.-9p.m.""], ""viernes"": [""10a.m.-9p.m.""]}"
"Sta. María 144, Santa María, 48320 Puerto Vallarta, Jal.",CLOSED_TEMPORARILY,Centro de estética,Puerto Vallarta,Mexico,MX,0x84214537343f55d5:0x64fd1d5bae4a6969,20.627939599999998,https://lh4.googleusercontent.com/--zDgb0LHnAc/AAAAAAAAAAI/AAAAAAAAAAA/XVYvLn3TsSA/s44-p-k-no-ns-nd/photo.jpg,-105.22207449999999,Vanity Nail Lounge,Vanity Nail Lounge,+52 322 102 0156,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepdah_DshCxrKSSLeHGmSqgthUg_sJ_EgVUjWxuJrz3n-aCpJsIeIy6XlOkeU-csEYbzSZ2UQ3pDqEZUS6ThQZIPDKqOp3DLrXPDu9j0gVm04UxZQWmAiE6cGNwIDxDKGp1BmQ=w800-h500-k-no,ChIJ1VU_NDdFIYQRaWlKrlsd_WQ,48320,5.0,7.0,Jalisco,Sta. María 144,Centro de estética,Centro de estética,True,,
